rank,id,repository,name,url,decision,decision_reason,description_en,team_reason,tags,limitations,evidence,stars_snapshot,live_checked_at,live_stars,live_archived,live_pushed_at,root_license,readme_url,readme_sha256,license_url,license_sha256,tested,reviewed_result,reviewed_basis
41,4773,fim-ai/fim-one,FIM One,https://github.com/fim-ai/fim-one,重点待官方补查,团队功能和许可边界值得优先核验；本批尚未联网补查，不作为建议收录结论。,An enterprise agent platform connecting business systems with configurable human approvals.,业务团队可统一知识、数据和系统操作，通过组织成员审批敏感动作。,"ai-native, enterprise-platform, human-in-the-loop",Source Available 非 OSI；当前 IM 首发飞书，Slack/Teams/企微等部分仍在路线图。,README agent modes、数据库连接、审批路由与飞书 GateHook。,1524,2026-09-22T06:52:21.214894+00:00,1530,False,2026-09-16T09:29:42Z,NOASSERTION,https://github.com/fim-ai/fim-one/blob/master/README.md,abe3885e19879414636b110b1ddf0ba4628a36d34a1cee91e28716846cf5204f,https://github.com/fim-ai/fim-one/blob/master/LICENSE,529097c20018019e691dd5775dc90e2c41646d6acaee4ef8c67b3e4020588a99,False,Source Available,明确不是 OSI 开源；飞书审批已交付，其他 IM 渠道仍在路线图。
42,5792,HiveNexus/HiveChat,HiveChat,https://github.com/HiveNexus/HiveChat,重点待官方补查,团队功能和许可边界值得优先核验；本批尚未联网补查，不作为建议收录结论。,"An AI chat application with centrally configured models, user groups, and group-specific token quotas.",管理员一次配置模型，按成员分组控制模型访问和月度 Token 限额，可对接企微、钉钉、飞书登录。,"chat, governance, teams",多租户明确出现在 Cloud 版说明，不能据此推断自建版也支持；未实测第三方登录。,README 功能概览 L9-23、后台管理 L52-54、Cloud 说明 L76-77,1187,2026-09-22T06:52:22.626642+00:00,1187,False,2025-09-16T16:08:49Z,NOASSERTION,https://github.com/HiveNexus/HiveChat/blob/main/README.md,2f425cceae317cbf16716ff375a7cf280b01d18295e8377589c53371ffd57f6f,https://github.com/HiveNexus/HiveChat/blob/main/LICENSE,08a46c720808ac282b4c2bafcdf2c3279a357bc54c2c0c17c60c787871e12c43,False,附加商业条件 / 维护观察,Apache 2.0 文本带衍生作品商业许可条件；最近代码推送为 2025-09-16。
43,13,anthropics/skills,Anthropic Skills,https://github.com/anthropics/skills,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"Reference skills for packaging repeatable document, development, and organizational workflows.",把品牌规范、组织工作流程和文档操作封装成团队可复用技能；与已有 Agent Skills 标准是实现和规范的区别。,"skills, workflow, documents",示范用途，不保证等同 Claude 产品行为；文档类技能是 source-available，不能统一标为 Apache 开源。,README L5-29,177329,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
44,612,cvat-ai/cvat,CVAT,https://github.com/cvat-ai/cvat,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A visual-data annotation platform with organizations, task assignments, review discussions, and automation integrations.",标注与模型团队分配任务、按角色协作，并用评论和 issues 复核数据质量。,"data, annotation, collaboration, self-hosted",SSO、部分 AI agents/SAM 功能属于 Online 付费或 Enterprise；serverless 第三方模型许可单独核验。,README Community、Collaboration、paid feature boundary,16756,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
45,1921,FailproofAI/failproofai,Failproof AI,https://github.com/FailproofAI/failproofai,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Observe agent sessions and enforce shared tool policies across harnesses.,团队把策略提交版本库，在不同代理工具中保留统一会话与审计线索。,"governance, observability",拦截能力因宿主而异，SDK 需额外 hook；MIT 加 Commons Clause，企业自建托管层另计。,README L17–41、186、229–236、274：策略、宿主能力与托管层。,4691,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
46,5358,SanMuzZzZz/LuaN1aoAgent,LuaN1aoAgent,https://github.com/SanMuzZzZz/LuaN1aoAgent,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A security-research runtime with explicit agent roles, durable evidence, and graph memory.",安全团队可追溯任务范围、工具调用和验证产物。,"ai-native, security, observability",高风险人工审批仍未完成；v1成绩不归v2；AGPL/商业条款，未运行。,README v2 Planner/Executor/Observer、持久事件与管理连接。,1314,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
47,5377,logicalclocks/hopsworks,Hopsworks,https://github.com/logicalclocks/hopsworks,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An AI data platform with feature management, model operations, and project-based collaboration.",ML团队共享特征/模型/数据，按项目治理并追溯血缘。,"mlops, feature-store, collaboration",托管serverless仍beta；本地企业部署条件与各组件许可需独立确认。,README project multitenancy、跨项目共享、版本与provenance。,1307,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
48,5810,todo-for-ai/todo-for-ai,Todo for AI,https://github.com/todo-for-ai/todo-for-ai,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,An MCP-native task-management system for humans and AI assistants.,团队成员和代理同步项目任务并保留人工监督。,"ai-native, project-management, collaboration",企业安全/合规宣传未验证，需核查具体权限。,READMEreal-time humans/agents、项目洞察和task管理。,1183,2026-09-21T16:20:41.882396+00:00,1184,False,2026-09-19T05:49:27Z,Apache-2.0,https://github.com/todo-for-ai/todo-for-ai/blob/main/README.md,4eb3ddbc0cbbc865aafeadeab40f23fae0d85bffca8ab19c74a8bc148bf69f3a,https://github.com/todo-for-ai/todo-for-ai/blob/main/LICENSE,ffd8fe7f02a2ea8191c5d6561d290400a291377eb577a4412a657c0e054f583f,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
49,362,eyaltoledano/claude-task-master,Task Master,https://github.com/eyaltoledano/claude-task-master,保留待深核,团队价值信号较强，保留后续补查；暂不把 README 能力直接写成收录结论。,Task planning tools that turn product requirements into dependency-aware work for coding agents.,把 PRD、任务拆分、状态和依赖显式记录，供开发者与智能体复用，减少任务交接歧义。,"tasks, planning, coding",MIT 加 Commons Clause，不标为标准 MIT；未核验独立团队协作服务的套餐边界。,README 定位、Task Structure/Dependencies、工具列表 L354-358,28086,,,,,,,,,,False,保留待深核,团队价值信号较强，保留后续补查；暂不把 README 能力直接写成收录结论。
50,590,Canner/WrenAI,WrenAI,https://github.com/Canner/WrenAI,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A generative BI engine with reviewable business definitions, governed SQL generation, and shareable analytical outputs.",团队将指标、连接关系与业务知识版本化，给 AI 统一查询口径，再共享分析看板。,"analytics, data, governance",组织级部署、Git Sync 和高级治理含商业服务边界，不将全部团队云功能归给 Apache 引擎。,README What WrenAI is、Git Sync、商业边界 L150-155,17701,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
51,713,dream-num/univer,Univer,https://github.com/dream-num/univer,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,An embeddable Office SDK for shared human-and-agent document workflows and reviewable draft changes.,工程团队把表格、文档与 AI 操作嵌入业务应用，支持人工查看和选择合并智能体修改。,"documents, development, human-in-the-loop",实时协作、历史和 worktree 依赖相应 SDK/Pro 能力；Workspace 是独立产品仓库。,README AI collaboration L117-123、Open Source and Pro 矩阵,14517,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
52,891,voxel51/fiftyone,FiftyOne,https://github.com/voxel51/fiftyone,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"Visual dataset exploration, labeling, and model-evaluation tools for computer-vision workflows.",数据与模型团队用同一可视化视图检查样本和预测，定位数据问题并交接质量改进。,"data, evaluation, computer-vision",正式云端多人协作主要归 Enterprise，不当作开源版无条件提供。,README L41-48、Enterprise 说明,11104,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
53,1244,flyteorg/flyte,Flyte,https://github.com/flyteorg/flyte,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"A Python runtime for durable ML pipelines, models, and agent workflows.",团队共享可恢复任务与算力工作流，衔接研发和生产运行。,"mlops, workflow",Flyte 2 分布式开源后端仍 coming soon；当前生产后端来自 Union，不混同 Flyte 1。,README L18、backend L153-155,7541,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
54,1249,refly-ai/refly,Refly,https://github.com/refly-ai/refly,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A visual platform for versioned executable skills and shared agent workflows.,团队将 SOP 变成可复用技能，在工作区维护版本与运行记录。,"skills, workflow, collaboration",自定义 Apache 附加限制许可；部分导出与教程未完成，不采纳完全合规承诺。,README L62、L116、L131,7527,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
55,1662,zenml-io/zenml,ZenML,https://github.com/zenml-io/zenml,保留待深核,团队价值信号较强，保留后续补查；暂不把 README 能力直接写成收录结论。,Track and operationalize ML pipelines and agent workflows across infrastructure stacks.,AI 工程团队共享运行指标、代码版本和环境，并复用现有基础设施。,"mlops, workflows",ZenML Pro 另列；不把企业支持全部归为 Apache 核心。,README L49–59、145：公司场景、运行追踪和 MCP 元数据查询。,5588,,,,,,,,,,False,保留待深核,团队价值信号较强，保留后续补查；暂不把 README 能力直接写成收录结论。
56,1670,iflytek/astron-rpa,AstronRPA,https://github.com/iflytek/astron-rpa,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A visual RPA platform integrated with AI agent workflows.,业务团队共建跨应用自动化，并通过团队市场分享机器人和调度任务。,"automation, teams",团队能力部分称 enterprise modules，具体版本和许可证条款待采用前确认。,README L29–40：Astron Agent 双向调用、团队市场与权限。,5545,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
57,2155,dagucloud/dagu,Dagu,https://github.com/dagucloud/dagu,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A workflow engine for scripts, human tasks, and AI execution steps.",运维团队共享 YAML 流程、运行历史与人工任务，将模型或编码代理接入日常自动化。,"automation, operations",SSO、RBAC、审计等需 self-host 许可，不能因功能表而归免费社区版。,README L18–20、205–217、599–600：引擎、许可和 AI 步骤。,4040,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
58,4218,WuKongOpenSource/Wukong-AICRM,Wukong AICRM,https://github.com/WuKongOpenSource/Wukong-AICRM,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An AI CRM combining customer records, communication history, tasks, and company knowledge.",销售、售前和客户成功团队共享客户上下文、任务分配与经验。,"ai-native, crm, sales, collaboration",当前源码仅非商业用途开放；生产部署、商业使用和托管需另行商业授权。,README 明确团队协同、AI 客户分析、知识查询和任务。,1777,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
59,4697,Prismer-AI/PrismerCloud,Prismer Cloud,https://github.com/Prismer-AI/PrismerCloud,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An agent runtime integration layer for shared memory, context, tasks, and messaging.",平台团队可复用代理上下文及跨会话经验。,"ai-native, memory, agent-infrastructure",托管能力与 MIT 接入代码边界未完整核实；Signet/LuminPulse 为另仓，不算本仓全量能力。,README 共享经验、memory、task board、消息和 API 接入。,1558,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
60,86,headroomlabs-ai/headroom,Headroom,https://github.com/headroomlabs-ai/headroom,保留待深核,团队价值信号较强，保留后续补查；暂不把 README 能力直接写成收录结论。,A local context-compression layer with recoverable source content and reusable lessons from failed agent sessions.,团队可在 AI 应用调用链压缩上下文，并将失败经验写入项目共用规则文件；组织部署另有服务。,"context, cost, knowledge",OSS 定位个人本地使用；组织集中配置、SSO 和共享看板属于单独服务；压缩质量和节省比例未实测。,README L35-54、L573-612,73273,,,,,,,,,,False,保留待深核,团队价值信号较强，保留后续补查；暂不把 README 能力直接写成收录结论。
61,203,novuhq/novu,Novu,https://github.com/novuhq/novu,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Communication infrastructure that connects agents and products to channels through a unified conversation model.,工程团队把智能体接入 Slack、Teams、邮件等既有沟通渠道，复用消息与会话基础设施。,"communication, integration, development",MIT 核心与 enterprise 商业目录分开；Novu Connect 演示不等于全部开源能力。,README L25-29、L71、L109-115、License,40021,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
62,332,netbirdio/netbird,NetBird Agent Network,https://github.com/netbirdio/netbird,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Identity-aware network access for agents reaching model APIs and private organizational resources.,平台团队通过集中访问策略控制智能体连接内部资源，减少到处散发服务密钥。,"security, governance, infrastructure",Agent Network beta，不能把成熟 VPN 的状态套到 AI 子项目；各目录许可不同。,README Agent Network Beta L40-43、访问策略、License,29406,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
63,354,Budibase/budibase,Budibase,https://github.com/Budibase/budibase,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An operations platform combining internal apps, AI agents, and automated approval workflows.",员工请求可转为记录、审批与通知，业务和工程共同维护内部操作流程。,"workflow, low-code, operations",GPL/MPL 核心与 BSL 付费功能分开，不能据产品总览宣称全部免费可自建。,README Operations with AI agents、License,28293,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
64,374,Kilo-Org/kilocode,Kilo Code,https://github.com/Kilo-Org/kilocode,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A coding-agent ecosystem with IDE and CLI clients and a hosted pull-request review service.,团队可在已有 PR 工作流接收 AI 审查反馈，成员选择不同编辑器时沿用同一工具生态。,"coding, review, development",开源客户端与 Cloud Agent/Code Reviews 服务分开，不声称审查后台全部在 MIT 仓库。,README 定位、Code Reviews L87-91、License,27380,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
65,926,VoltAgent/voltagent,VoltAgent,https://github.com/VoltAgent/voltagent,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A TypeScript agent framework with workflow suspension, tool integration, and operational-console options.",工程团队用同一 runtime 维护工具和流程，接入人工审批，并通过控制台排查运行情况。,"framework, workflow, observability",开源 framework 与 VoltOps Console Cloud/Self-hosted 的功能授权需分别确认，不混同全部免费。,README 两部分 L39-42、expense approval L161,10649,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
66,1164,anthropics/claude-agent-sdk-python,Claude Agent SDK (Python),https://github.com/anthropics/claude-agent-sdk-python,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,An SDK for embedding Claude agent execution with configurable tools and permission handling.,工程团队在业务应用中统一配置代理工具与批准策略，复用执行能力。,"framework, development",商业服务条款适用；allowlist 自动批准不等于移除未列工具。,README tools L59、terms L377,8140,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
67,1432,Devin-AXIS/iPolloWork,iPolloWork,https://github.com/Devin-AXIS/iPolloWork,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A local-first workbench for agent tasks and editable deliverables.,围绕项目集中查看职责、任务、审批与可编辑成果，连接人与智能体工作。,"ai-native, workspace",Source Available License；不同引擎集成方式不同，未核验多人隔离。,README L23–49：项目协作、运行时和权限审查。,6471,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
68,2067,Pimzino/spec-workflow-mcp,Spec Workflow MCP,https://github.com/Pimzino/spec-workflow-mcp,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。,"Manage specifications, approval revisions, and task progress through MCP.",团队围绕需求、设计与任务逐步审阅，记录反馈和修订。,"specifications, review",作者暂休；用户认证和 HTTPS 尚未内置，需反向代理补足。,README L9、22、33–37、261–279：规格看板、审批和边界。,4293,,,,,,,,,,False,方法技能另列,主要是技能、方法、模板或学习资料，适合实践栏目。
69,2268,TracecatHQ/tracecat,Tracecat,https://github.com/TracecatHQ/tracecat,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Automate security cases and agent workflows with reusable integrations.,安全团队共用事件、流程、工具和审计日志，协调 AI 辅助响应。,"security, teams, ai-native",多租户与细粒度访问属 Enterprise；不能全算社区版。,README L24–43、70–89：案件、流程及版本边界。,3806,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
70,2747,swirlai/swirl-search,SWIRL Community,https://github.com/swirlai/swirl-search,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Federated search and cited AI answers across existing workplace data sources.,团队按来源系统权限搜索分散资料，减少另建知识副本的维护。,"search, knowledge, teams",MCP、三段重排、固定答案和幻觉提醒属于 Enterprise；数据不复制不等于模型不接收检索内容。,README L21–25、79–105：实时联合检索、权限与版本比较。,3045,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
71,2876,rilldata/rill,Rill,https://github.com/rilldata/rill,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Build governed analytics from YAML and SQL for people and agents.,数据团队维护共同指标语义，业务成员与 AI 使用一致分析定义。,"analytics, teams",本地已有行级访问策略；Conversational BI、MCP 和托管部署列于 Cloud，不能全归本地版。,README L69–83、Cloud 能力：BI-as-code、语义层与问数。,2907,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
72,4168,thinkgem/jeesite5,JeeSite 5,https://github.com/thinkgem/jeesite5,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"An enterprise development platform with AI assistants, RAG, and MCP integrations.",团队可复用组织权限底座、企业知识问答和业务工具集成。,"ai-assisted, enterprise-platform, rag, mcp",社区/商业功能需区分；Apache 之外附补充条款，不能按纯 Apache 宣传。,README AI 大模型、RAG、Tool/MCP 及 web-ai-cms/web-ai-mcp 模块。,1803,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
73,4198,dreamfactorysoftware/dreamfactory,DreamFactory,https://github.com/dreamfactorysoftware/dreamfactory,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A self-hosted data-access platform exposing governed REST and MCP interfaces.,团队可把企业数据库以受权限控制的 API 提供给 AI 应用。,"mcp, data-access, governance",审计、LDAP/SAML、部分连接器和多租户列入商业能力，不能全算社区版。,README 自动 API、RBAC、MCP 和数据源集成。,1788,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
74,5454,LangChat/langchat,LangChat,https://github.com/LangChat/langchat,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A Java AI application foundation combining RBAC, knowledge bases, and chatbots.",企业团队可基于现有角色体系定制内部知识机器人。,"enterprise-ai, java, rag",Pro商业版独立，根README未详分全部功能。,README Java、RBAC、多模型和知识库定位。,1281,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
75,5655,testsigmahq/testsigma,Testsigma,https://github.com/testsigmahq/testsigma,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,An AI-assisted test-automation platform for QA teams.,QA团队可复用测试资产、生成场景并接CI与缺陷系统。,"ai-assisted, testing, collaboration",README混合商业产品介绍，未证实所有GenAI/治理能力在Apache仓中；效率比例未测。,README Copilot/Atto、团队共享和角色审计。,1223,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
76,5976,geek-fun/dockit,DocKit,https://github.com/geek-fun/dockit,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A NoSQL desktop client with AI query assistance and MCP integration.,数据团队成员可复用数据库查询、解释和诊断工具。,"ai-assisted, database, mcp",Apache源码但官方build AI/MCP属付费Ultimate，非免费社区功能。,README多NoSQL、agent/NLquery/MCP版本表。,1140,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
77,6082,gabber-dev/gabber,Gabber,https://github.com/gabber-dev/gabber,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A real-time multimodal engine for graph applications with multiple participants.,团队可构建多人语音/视频AI交互应用。,"realtime-ai, multimodal, framework",核心SUL/企业许可；移动/Unity等SDK仍coming soon。,README simultaneous streams、LiveKit和graph。,1111,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
78,6096,ZJU-REAL/HugAgentOS,HugAgentOS,https://github.com/ZJU-REAL/HugAgentOS,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A self-hosted agent workspace with knowledge, tools, memory, and automation.",团队可评估企业部署底座与组织版扩展。,"ai-native, workspace, self-hosted",社区是个人workspace；团队权限/SSO/协作/审计属Enterprise，本体Apache附品牌条件。,README Community/Enterprise对照。,1110,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
79,6563,bytechefhq/bytechef,ByteChef,https://github.com/bytechefhq/bytechef,保留待深核,团队价值信号较强，保留后续补查；暂不把 README 能力直接写成收录结论。,An AI-agent and workflow platform with connectors and durable execution.,团队可复用业务集成、审批和可恢复任务。,"ai-native, workflow, integration",核心Apache，API发布/Git/关联审计属EE；skills/evals、SSO/高级RBAC仍开发中。,README agent steps、Atlas持久化和CE/EE表。,1004,,,,,,,,,,False,保留待深核,团队价值信号较强，保留后续补查；暂不把 README 能力直接写成收录结论。
80,71,opendatalab/MinerU,MinerU,https://github.com/opendatalab/MinerU,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Document parsing and structured extraction tools for building searchable knowledge and AI application inputs.,将团队 PDF、Office 和图片资料转为统一结构及可追溯页块引用，接入共享知识库的数据处理链。,"documents, data, rag, development",是解析组件，不是多人知识协作产品；MinerU 许可有 Apache 之外附加条件；不同格式和质量档能力不同。,README MinerU 4.0、Python SDK、License Information,80330,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
81,111,usestrix/strix,Strix,https://github.com/usestrix/strix,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"AI-assisted security testing that produces validated findings, remediation guidance, and patches.",安全与开发团队通过可复现发现、修复建议及补丁交接安全问题，适合已有测试授权的工程流程。,"security, testing, review",SSO 和定制报告属 Enterprise；云 PR Review 与本地 CLI 分开，不背书零误报或自动合规。,README L47-55、L103-104、L120-124、L194,63876,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
82,128,zylon-ai/private-gpt,PrivateGPT,https://github.com/zylon-ai/private-gpt,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。,"An API layer for private AI applications with document ingestion, cited retrieval, and tool integration.",工程团队可共享一个私有 AI 应用后端，复用文档接入、引用检索和工具集成能力。,"rag, development, self-hosted",不运行模型；RBAC、企业连接器、审计和终端用户工作区属于 Zylon，不属于 PrivateGPT API。,README L18-33、L37-45、PrivateGPT vs Zylon L241-266,57520,,,,,,,,,,False,工程组件另列,主要是工程集成、SDK、运行时或基础设施，适合组件栏目。
83,166,KeygraphHQ/shannon,Shannon (Keygraph),https://github.com/KeygraphHQ/shannon,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,An AI security-testing agent that turns code-informed testing into reproducible findings and CI reports.,开发和安全团队可在本地或 CI 中验证问题，通过报告和 SARIF 交接修复。,"security, testing, ci",组织级共享平台和全生命周期漏洞管理属 Keygraph Enterprise；不背书无误报宣传。,README L2、L14-18、L238-242、L307,48235,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
84,503,cube-js/cube,Cube Core,https://github.com/cube-js/cube,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A semantic layer that exposes shared metrics and access rules to analytics applications and AI agents.,数据团队一次定义指标、维度和访问规则，让 BI 与智能体使用一致业务口径。,"analytics, data, governance",Core headless；Analytics Chat、工作簿和商业 RBAC 等不能归为核心自带 UI。,README L12、L29-31、commercial Cube L71,20873,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
85,637,raga-ai-hub/RagaAI-Catalyst,RagaAI Catalyst,https://github.com/raga-ai-hub/RagaAI-Catalyst,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"Tooling for managing LLM projects, datasets, prompts, traces, and evaluations through a shared platform.",工程与评估人员围绕同一项目管理测试数据和运行证据，比较改动并维护 guardrails。,"evaluation, observability, prompts",SDK 操作需要 Catalyst 认证，不能将 pip 包等同全量自托管平台。,README 定位、Configuration、项目和数据集管理,16162,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
86,756,metersphere/metersphere,MeterSphere,https://github.com/metersphere/metersphere,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,"A collaborative testing platform with AI-assisted case generation, plans, defects, and delivery integrations.",QA 与开发在系统/组织/项目层级共管用例、测试计划和缺陷，将 AI 生成用例接入现有测试流程。,"testing, collaboration, quality",V1/V2 停维；V3 社区与企业版不同，自定义 GPL 附加限制许可不能简称纯 GPL。,README L16-22、版本与 License,13541,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
87,1792,Kiln-AI/Kiln,Kiln,https://github.com/Kiln-AI/Kiln,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,A local AI workbench with evaluations and Git-based collaboration.,产品、领域专家和 QA 可打分、补样本和标回归，通过 Git 与工程师协作。,"evaluation, collaboration",核心 Python/REST 为 MIT，桌面 app 为 source-available fair-code，不能统称 MIT。,README L46、56、95–103、136：跨角色协作与许可。,5078,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
88,1881,SeldonIO/seldon-core,Seldon Core,https://github.com/SeldonIO/seldon-core,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。,Deploy and scale modular AI systems on Kubernetes.,平台团队统一模型服务、管道与共享推理资源。,"mlops, model-serving",Business Source License，不按历史 Apache 印象描述；商业使用需核对条款。,README L11、38–40、53：Core 2、自动扩展和多模型服务。,4781,,,,,,,,,,False,商业或许可边界待核,团队价值存在，但版本、企业功能、托管服务或许可证边界需要确认。
